PVWatts: Hourly PV Performance Data;;;;;;;;;;
Requested Location:;montpelleir, france;;;;;;;;;
Location:;MONTPELLIER, FRANCE;;;;;;;;;
Lat (deg N):;43.58;;;;;;;;;
Lng (deg E):;3.97;;;;;;;;;
Elev (m):;6;;;;;;;;;
DC System Size (kW):;8.505;;;;;;;;;
Module Type:;Premium;;;;;;;;;
Array Type:;Fixed (open rack);;;;;;;;;
Array Tilt (deg):;0;;;;;;;;;
Array Azimuth (deg):;180;;;;;;;;;
System Losses:;14.08;;;;;;;;;
Invert Efficiency:;96;;;;;;;;;
DC to AC Size Ratio:;1.2;;;;;;;;;
;;;;;;;;;;
Month;Day;Hour;Beam Irradiance (W/m^2);Diffuse Irradiance (W/m^2);Ambient Temperature (C);Wind Speed (m/s);Plane of Array Irradiance (W/m^2);Cell Temperature (C);DC Array Output (W);AC System Output (W)
8;12;1;0;0;20.3;0.3;0;20.3;0;0
8;12;2;0;0;19.5;0.7;0;19.5;0;0
8;12;3;0;0;18.8;1;0;18.8;0;0
8;12;4;0;0;19;1;0;19;0;0
8;12;5;0;1;18;1;1;15.736;7.544;0
8;12;6;16;40;20;2.1;41.974;19.319;306.152;257.05
8;12;7;253;117;24;1;193.999;28.362;1320.083;1249.141
8;12;8;522;137;26;2.1;386.419;35.11;2640.176;2534.065
8;12;9;689;136;27.8;1;570.894;45.012;3832.169;3687.756
8;12;10;800;119;29;4.1;722.118;44.1;4900.757;4716.728
8;12;11;861;105;30;5.1;826.087;45.867;5584.533;5372.534
8;12;12;873;110;30.4;5.1;874.992;47.349;5886.885;5661.867
8;12;13;859;116;30;7.2;861.248;43.638;5875.194;5650.687
8;12;14;844;107;30;7.2;792.302;42.543;5419.624;5214.557
8;12;15;769;123;29.8;6.2;671.478;41.408;4593.953;4421.808
8;12;16;684;109;29;4.1;504.427;39.797;3429.995;3299.199
8;12;17;485;114;27;3.1;315.685;34.212;2130.552;2038.92
8;12;18;193;86;26.3;3.1;131.879;28.785;877.816;816.952
8;12;19;0;16;25;1;16;24.12;117.28;71.749
8;12;20;0;0;24;2.1;0;24;0;0
8;12;21;0;0;23.9;3.1;0;23.9;0;0
8;12;22;0;0;24;2.6;0;24;0;0
8;12;23;0;0;24;2.1;0;24;0;0
8;13;0;0;0;23.5;3.1;0;23.5;0;0
8;13;1;0;0;23.2;3.1;0;23.2;0;0
8;13;2;0;0;22.8;3.1;0;22.8;0;0
8;13;3;0;0;22.5;3.1;0;22.5;0;0
8;13;4;0;0;21;2.1;0;21;0;0
8;13;5;0;1;21;2.1;1;19.29;7.454;0
8;13;6;13;39;21.3;2.1;40.565;20.619;295.606;246.707
8;13;7;262;113;25;4.1;192.003;27.927;1304.093;1233.531
8;13;8;479;158;27;6.2;385.623;32.917;2661.559;2554.815
8;13;9;676;146;28.4;4.1;571.02;40.038;3904.968;3758.015
8;13;10;755;156;31;3.1;723.382;47.525;4847.178;4665.253
8;13;11;818;144;32;5.1;827.109;47.909;5548.601;5338.123
8;13;12;822;156;31.7;4.1;874.261;50.325;5815.68;5593.764
8;13;13;821;153;31;5.1;863.119;47.804;5796.205;5575.133
8;13;14;858;98;31;5.1;792.23;46.454;5339.44;5137.702
8;13;15;779;117;30;6.2;670.196;41.589;4580.915;4409.267
8;13;16;634;137;29;5.1;501.377;38.622;3427.31;3296.603
8;13;17;315;152;28;5.1;281.835;33.143;1933.346;1847.013
8;13;18;0;70;27;5.1;70;27.695;506.7;453.634
8;13;19;0;13;26.1;4.1;13;25.247;94.915;49.797
8;13;20;0;0;25.3;3.1;0;25.3;0;0
8;13;21;0;0;24.4;2.1;0;24.4;0;0
8;13;22;0;0;23.6;1.7;0;23.6;0;0
8;13;23;0;0;22.8;1.4;0;22.8;0;0
8;14;0;0;0;22;1;0;22;0;0
8;14;1;0;0;21;1;0;21;0;0
8;14;2;0;0;20.1;1;0;20.1;0;0
8;14;3;0;0;19.1;1;0;19.1;0;0
8;14;4;0;0;19.4;1;0;19.4;0;0
8;14;5;0;0;19.6;1;0;19.6;0;0
8;14;6;8;37;19.9;1;37.939;18.855;279.898;231.302
8;14;7;223;116;22.4;1;182.612;26.345;1255.144;1185.735
8;14;8;389;157;25;1;340.83;34.589;2343.056;2245.524
8;14;9;220;280;26;1;417.77;38.595;2891.602;2777.928
8;14;10;292;330;26.4;1.5;548.726;41.607;3767.791;3625.605
8;14;11;352;354;26.8;2;647.092;43.714;4414.024;4248.659
8;14;12;394;360;27.2;2.6;703.276;44.414;4786.571;4607.013
8;14;13;448;326;27.7;3.1;712.287;44.318;4848.747;4666.762
8;14;14;478;284;28.1;3.6;669.37;43.029;4574;4402.614
8;14;15;456;254;28.5;4.1;576.375;40.785;3959.818;3810.936
8;14;16;598;142;29;4.1;483.617;39.184;3299.284;3172.762
8;14;17;478;112;27.7;4.1;307.225;33.999;2070.717;1980.711
8;14;18;183;83;26.5;4.1;125.045;28.554;831.897;772.032
8;14;19;0;15;24;2.1;15;23.124;110.332;64.93
8;14;20;0;0;24;2.1;0;24;0;0
8;14;21;0;0;23.2;1;0;23.2;0;0
8;14;22;0;0;22.6;1;0;22.6;0;0
8;14;23;0;0;22;0;0;22;0;0
8;15;0;0;0;21.5;2.1;0;21.5;0;0
8;15;1;0;0;21.1;2.1;0;21.1;0;0
8;15;2;0;0;20.6;2.1;0;20.6;0;0
8;15;3;0;0;20.2;2.1;0;20.2;0;0
8;15;4;0;0;20;2.1;0;20;0;0
8;15;5;0;0;20;2.1;0;20;0;0
8;15;6;0;32;20;2.1;32;19.046;238.713;190.904
8;15;7;219;107;23;2.1;171.793;25.979;1178.677;1111.051
8;15;8;445;153;27;2.1;362.109;35.428;2475.69;2374.376
8;15;9;642;150;28.8;3.1;550.411;41.025;3749.592;3608.032
8;15;10;742;145;31;1;698.965;52.359;4596.311;4424.077
8;15;11;791;143;34;3.1;799.648;52.426;5271.611;5072.666
8;15;12;800;152;33.3;3.1;846.932;52.975;5576.051;5364.412
8;15;13;835;128;34;4.1;845.673;52.052;5586.475;5374.394
8;15;14;837;109;34;4.1;781.303;50.756;5179.375;4984.196
8;15;15;766;121;33.2;5.1;660.044;46.067;4435.029;4268.879
8;15;16;671;114;33;4.1;494.944;43.59;3314.761;3187.737
8;15;17;476;111;32;3.1;303.584;38.967;2007.099;1918.804
8;15;18;176;82;30.4;4.1;121.715;32.461;798.822;739.669
8;15;19;0;14;29;2.1;14;28.259;101.138;55.905
8;15;20;0;0;29;1;0;29;0;0
8;15;21;0;0;28;0;0;28;0;0
8;15;22;0;0;27.3;0.7;0;27.3;0;0
8;15;23;0;0;26.7;1.4;0;26.7;0;0
8;16;0;0;0;26;2.1;0;26;0;0
8;16;1;0;0;25.4;2.8;0;25.4;0;0
8;16;2;0;0;24.8;3.4;0;24.8;0;0
8;16;3;0;0;24.2;4.1;0;24.2;0;0
8;16;4;0;0;24.1;3.6;0;24.1;0;0
8;16;5;0;0;24;3.1;0;24;0;0
8;16;6;2;35;24.3;4.1;35.222;23.738;257.725;209.553
8;16;7;253;110;27;7.2;184.126;29.059;1242.961;1173.838
8;16;8;471;157;29;8.2;377.06;33.888;2590.103;2485.464
8;16;9;679;142;30.8;8.2;563.745;38.614;3872.414;3726.599
8;16;10;762;150;33;6.2;716.979;45.158;4845.675;4663.81
8;16;11;827;138;35;4.1;822.428;52.343;5423.012;5217.805
8;16;12;832;148;36.3;4.1;868.524;54.736;5678.782;5462.768
8;16;13;874;104;33;6.2;852.726;47.836;5724.233;5506.269
8;16;14;852;100;30;7.2;781.751;42.369;5348.77;5146.646
8;16;15;773;115;29.6;6.2;656.401;40.934;4494.799;4326.408
8;16;16;669;113;29;5.1;490.389;38.391;3346.424;3218.369
8;16;17;471;111;28;4.1;299.718;34.157;2014.764;1926.264
8;16;18;168;81;26.8;3.1;118.208;28.936;786.28;727.397
8;16;19;0;13;26;1;13;24.994;94.999;49.88
8;16;20;0;0;24;1;0;24;0;0
8;16;21;0;0;24;1;0;24;0;0
8;16;22;0;0;23;2.1;0;23;0;0
8;16;23;0;0;23;4.1;0;23;0;0
8;17;0;0;0;22.9;5.1;0;22.9;0;0
8;17;1;0;0;22.3;4.4;0;22.3;0;0
8;17;2;0;0;21.8;3.8;0;21.8;0;0
8;17;3;0;0;21.2;3.1;0;21.2;0;0
8;17;4;0;0;21;3.1;0;21;0;0
8;17;5;0;0;21;2.1;0;21;0;0
8;17;6;0;33;21.4;1;33;20.249;245.157;197.225
8;17;7;236;112;24;1;180.462;27.89;1226.599;1157.858
8;17;8;500;138;26;1;370.252;36.472;2512.304;2409.933
8;17;9;668;140;26.6;4.1;553.177;37.839;3809.731;3666.096
8;17;10;776;127;27;5.1;702.411;40.236;4833.755;4652.356
8;17;11;840;114;27;6.2;807.008;40.772;5558.869;5347.957
8;17;12;849;121;28;5.1;853.949;44.503;5806.116;5584.615
8;17;13;848;119;28;5.1;843.005;44.369;5733.475;5515.113
8;17;14;846;102;31;8.2;776.309;42.317;5312.058;5111.449
8;17;15;770;117;31.7;8.2;653.683;41.188;4471.137;4303.635
8;17;16;676;110;30.3;8.5;488.84;37.09;3349.452;3221.298
8;17;17;475;109;29;8.8;297.426;32.804;2005.746;1917.488
8;17;18;159;81;28.8;8.7;115.539;29.913;767.436;708.956
8;17;19;0;12;27;8.2;12;26.457;87.243;42.266
8;17;20;0;0;26;8.8;0;26;0;0
8;17;21;0;0;25.4;8.2;0;25.4;0;0
8;17;22;0;0;25.2;8.5;0;25.2;0;0
8;17;23;0;0;25;8.8;0;25;0;0
8;18;0;0;0;23.9;6.2;0;23.9;0;0
8;18;1;0;0;23.5;6.2;0;23.5;0;0
8;18;2;0;0;23.2;6.2;0;23.2;0;0
8;18;3;0;0;22.8;6.2;0;22.8;0;0
8;18;4;0;0;23;6.2;0;23;0;0
8;18;5;0;0;22;7.2;0;22;0;0
8;18;6;0;32;22.7;5.1;32;22.115;236.201;188.439
8;18;7;249;108;25;5.1;179.508;27.37;1216.898;1148.385
8;18;8;464;156;26;9.3;370.258;30.367;2573.517;2469.364
8;18;9;663;146;27.9;6.2;554.339;36.952;3829.829;3685.498
8;18;10;718;169;30;6.2;699.538;41.799;4787.465;4607.873
8;18;11;731;187;31;6.2;788.15;44.503;5354.974;5152.593
8;18;12;641;259;32.1;6.2;810.611;46.11;5479.547;5271.976
8;18;13;518;321;33;6.2;761.73;46.22;5147.162;4953.289
8;18;14;407;326;34;7.2;649.103;44.268;4415.082;4249.677
8;18;15;223;331;35;8.2;485.655;41.998;3327.43;3199.994
8;18;16;116;297;34;5.1;361.571;40.772;2483.963;2382.411
8;18;17;129;168;33;1;218.648;39.787;1485.94;1410.998
8;18;18;33;76;31;3.1;83.026;32.227;578.439;523.913
8;18;19;0;11;28;4.1;11;27.185;79.768;34.928
8;18;20;0;0;27;4.1;0;27;0;0
8;18;21;0;0;26;4.1;0;26;0;0
8;18;22;0;0;25;4.1;0;25;0;0
8;18;23;0;0;24;4.1;0;24;0;0
8;19;0;0;0;23.2;3.6;0;23.2;0;0
8;19;1;0;0;22.5;3.1;0;22.5;0;0
8;19;2;0;0;21.7;2.6;0;21.7;0;0
8;19;3;0;0;21;2.1;0;21;0;0
8;19;4;0;0;21;3.1;0;21;0;0
8;19;5;0;0;21.1;2.6;0;21.1;0;0
8;19;6;0;30;21.2;2.1;30;20.227;222.887;175.378
8;19;7;245;107;24;4.1;176.64;26.556;1200.224;1132.098
8;19;8;463;156;27;5.1;368.515;33.277;2533.618;2430.628
8;19;9;667;144;28.5;5.6;553.024;38.098;3803.516;3660.097
8;19;10;750;153;30;6.2;705.204;41.894;4823.144;4642.16
8;19;11;867;98;31.5;4.1;808.659;48.583;5407.949;5203.369
8;19;12;828;148;33;2.1;858.199;55.322;5597.56;5385.008
8;19;13;822;149;32;5.1;845.906;48.467;5664.343;5448.947
8;19;14;857;95;32;6.2;772.547;45.431;5223.631;5026.649
8;19;15;727;147;31.2;7.2;648.611;41.418;4432.682;4266.62
8;19;16;670;109;31;6.2;479.375;39.166;3256.05;3130.925
8;19;17;464;108;31;6.2;288.254;35.677;1919.594;1833.625
8;19;18;158;76;30;4.1;108.943;31.75;714.898;657.532
8;19;19;0;11;28;2.1;11;27.102;79.791;34.951
8;19;20;0;0;25;2.1;0;25;0;0
8;19;21;0;0;25.9;2.1;0;25.9;0;0
8;19;22;0;0;24;2.1;0;24;0;0
8;19;23;0;0;24;3.1;0;24;0;0
8;20;0;0;0;23.4;2.1;0;23.4;0;0
8;20;1;0;0;22.9;2.8;0;22.9;0;0
8;20;2;0;0;22.5;3.4;0;22.5;0;0
8;20;3;0;0;22;4.1;0;22;0;0
8;20;4;0;0;22;3.1;0;22;0;0
8;20;5;0;0;20;2.1;0;20;0;0
8;20;6;0;29;21.8;1;29;20.533;215.231;167.867
8;20;7;234;108;25;1;173.822;28.685;1173.981;1106.463
8;20;8;464;154;28;5.1;365.677;34.237;2503.602;2401.483
8;20;9;667;143;29.5;4.1;550.224;40.67;3747.466;3605.979
8;20;10;754;151;31;3.1;704.128;47.055;4722.625;4545.546
8;20;11;818;140;33;3.1;808.254;51.639;5342.606;5140.736
8;20;12;878;103;33.2;5.1;853.562;49.748;5687.948;5471.541
8;20;13;874;102;31;6.2;840.304;45.578;5687.769;5471.37
8;20;14;857;95;31;5.1;769.693;45.995;5192.644;4996.925
8;20;15;780;108;31;4.1;643.358;44.84;4337.21;4174.696
8;20;16;667;109;30;4.6;475.101;39.671;3219.196;3095.255
8;20;17;462;107;29;5.1;284.53;34.173;1902.454;1816.936
8;20;18;151;74;27.3;4.1;104.809;28.891;694.833;637.89
8;20;19;0;10;26;2.1;10;24.991;73.077;28.36
8;20;20;0;0;26;0;0;26;0;0
8;20;21;0;0;23.3;1;0;23.3;0;0
8;20;22;0;0;23;1;0;23;0;0
8;20;23;0;0;21;1;0;21;0;0
8;21;0;0;0;20.5;2.1;0;20.5;0;0
8;21;1;0;0;20;2.1;0;20;0;0
8;21;2;0;0;19.4;2.1;0;19.4;0;0
8;21;3;0;0;18.9;2.1;0;18.9;0;0
8;21;4;0;0;19;2.1;0;19;0;0
8;21;5;0;0;19;1;0;19;0;0
8;21;6;0;27;20;1;27;18.596;201.725;154.616
8;21;7;232;107;23;1;171.569;26.551;1166.529;1099.184
8;21;8;501;134;26;2.1;361.144;34.395;2462.473;2361.54
8;21;9;678;133;27.6;2.1;545.088;41.207;3702.884;3562.926
8;21;10;795;116;29;2.1;697.042;46.853;4676.466;4501.166
8;21;11;847;107;29;4.1;796.583;45.855;5381.957;5178.457
8;21;12;862;111;29.8;3.1;845.357;49.509;5638.179;5423.899
8;21;13;855;112;29;4.1;831.57;46.839;5601.625;5388.901
8;21;14;828;109;28;4.1;758.049;44.33;5146.024;4952.197
8;21;15;742;124;27;4.1;630.538;40.581;4319.048;4157.204
8;21;16;673;99;26;4.1;465.706;35.91;3195.563;3072.379
8;21;17;443;109;25;3.1;277.329;31.217;1874.141;1789.366
8;21;18;141;73;24.2;4.1;101.129;25.632;679.751;623.125
8;21;19;0;9;23;2.1;9;21.852;66.492;21.895
8;21;20;0;0;22;2.1;0;22;0;0
8;21;21;0;0;22;2.1;0;22;0;0
8;21;22;0;0;22;2.1;0;22;0;0
8;21;23;0;0;22;3.1;0;22;0;0
8;22;0;0;0;22.5;0;0;22.5;0;0
8;22;1;0;0;22.3;2.1;0;22.3;0;0
8;22;2;0;0;22.2;4.1;0;22.2;0;0
8;22;3;0;0;22;6.2;0;22;0;0
8;22;4;0;0;22;2.1;0;22;0;0
8;22;5;0;0;22;2.1;0;22;0;0
8;22;6;0;14;22.1;3.1;14;20.924;103.764;58.483
8;22;7;0;91;22;4.1;91;22.627;670.504;614.071
8;22;8;45;173;23;4.1;193.274;26.022;1398.885;1326.057
8;22;9;34;273;24.1;3.1;293.571;30.029;2104.622;2013.698
8;22;10;34;350;25;3.1;374.756;33.058;2660.023;2553.325
8;22;11;50;389;25;2.1;429.565;35.752;3020.029;2902.386
8;22;12;50;412;24.9;2.1;454.447;36.447;3187.227;3064.309
8;22;13;136;395;27;5.1;509.022;36.4;3569.441;3434.004
8;22;14;201;359;26;5.1;515.862;35.601;3624.967;3487.658
8;22;15;152;364;26.3;6.2;467.193;34.01;3298.323;3171.832
8;22;16;128;248;25;5.1;317.224;30.713;2256.399;2161.298
8;22;17;69;144;24;3.1;169.917;27.339;1214.117;1145.668
8;22;18;0;53;24.2;2.1;53;24.494;387.984;337.285
8;22;19;0;4;24;2.1;4;22.592;29.476;0
8;22;20;0;0;23;2.1;0;23;0;0
8;22;21;0;0;23.2;2.1;0;23.2;0;0
8;22;22;0;0;23;2.1;0;23;0;0
8;22;23;0;0;23;2.1;0;23;0;0
8;23;0;0;0;22.9;1;0;22.9;0;0
8;23;1;0;0;22.7;1.4;0;22.7;0;0
8;23;2;0;0;22.6;1.7;0;22.6;0;0
8;23;3;0;0;22.4;2.1;0;22.4;0;0
8;23;4;0;0;22;2.1;0;22;0;0
8;23;5;0;0;22;2.1;0;22;0;0
8;23;6;0;6;22.3;1;6;20.32;44.563;0.366
8;23;7;0;41;23;3.1;41;22.487;302.243;253.216
8;23;8;0;88;24;1;88;24.961;643.147;587.285
8;23;9;0;134;24;1;134;26.681;973.443;910.473
8;23;10;4;208;23;2.1;210.901;27.339;1528.386;1452.401
8;23;11;9;276;23;5.1;283.276;27.62;2050.885;1961.415
8;23;12;15;330;25;3.1;342.688;32.293;2440.083;2339.793
8;23;13;30;351;25;4.1;376.054;32.456;2675.879;2568.711
8;23;14;42;345;24.8;4.1;377.629;32.354;2687.443;2579.931
8;23;15;37;316;24.6;4.1;340.978;31.378;2434.045;2333.927
8;23;16;46;245;25;2.1;269.687;31.548;1919.952;1833.973
8;23;17;29;157;24;1;167.764;28.643;1202.909;1134.72
8;23;18;0;62;23;1;62;23.733;455.074;403.045
8;23;19;0;5;22.5;4.6;5;21.427;36.994;0
8;23;20;0;0;22;8.2;0;22;0;0
8;23;21;0;0;21.4;2.1;0;21.4;0;0
8;23;22;0;0;21;2.1;0;21;0;0
8;23;23;0;0;20;4.1;0;20;0;0
8;24;0;0;0;19.7;3.1;0;19.7;0;0
8;24;1;0;0;19.7;2.4;0;19.7;0;0
8;24;2;0;0;19.8;1.7;0;19.8;0;0
8;24;3;0;0;19.8;1;0;19.8;0;0
8;24;4;0;0;19;5.1;0;19;0;0
8;24;5;0;0;18;5.1;0;18;0;0
8;24;6;0;17;18.4;3.1;17;17.19;127.623;81.901
8;24;7;76;91;19.3;3.4;111.464;20.387;800.12;740.939
8;24;8;65;189;20.1;3.8;217.91;23.748;1586.788;1509.355
8;24;9;35;271;21;4.1;291.979;26.381;2120.211;2028.862
8;24;10;178;342;20;2.1;470.598;31.577;3352.771;3224.509
8;24;11;337;355;20;2.1;626.448;36.081;4393.854;4229.239
8;24;12;487;321;23.3;1;731.438;46.167;4943.035;4757.335
8;24;13;415;374;23;4.1;719.199;38.413;5002.895;4814.818
8;24;14;412;338;26;6.2;656.588;37.207;4582.562;4410.851
8;24;15;428;262;26.1;8.2;549.26;33.863;3865.372;3719.803
8;24;16;420;192;25;6.2;415.635;31.843;2912.133;2797.831
8;24;17;325;130;24;6.2;249.172;27.79;1718.522;1637.767
8;24;18;95;69;22.9;6.2;86.621;23.651;596.288;541.395
8;24;19;0;7;20;8.2;7;19.252;52.182;7.846
8;24;20;0;0;19;6.2;0;19;0;0
8;24;21;0;0;18.1;7.2;0;18.1;0;0
8;24;22;0;0;18;6.1;0;18;0;0
8;24;23;0;0;18;5.1;0;18;0;0
8;25;0;0;0;17.5;7.2;0;17.5;0;0
8;25;1;0;0;17.3;6.5;0;17.3;0;0
8;25;2;0;0;17.1;5.8;0;17.1;0;0
8;25;3;0;0;16.9;5.1;0;16.9;0;0
8;25;4;0;0;17;6.2;0;17;0;0
8;25;5;0;0;16;4.1;0;16;0;0
8;25;6;0;20;16.5;3.1;20;15.324;151.099;104.94
8;25;7;162;97;19;3.1;140.126;20.804;979.899;916.785
8;25;8;291;178;21;5.1;306.575;25.925;2176.529;2083.638
8;25;9;391;236;21.3;7.2;469.246;28.053;3357.279;3228.87
8;25;10;473;261;22;8.8;601.358;29.924;4299.664;4138.534
8;25;11;420;354;23;7.7;691.049;33.138;4897.744;4713.833
8;25;12;423;378;22.3;8.2;733.163;32.717;5207.231;5010.919
8;25;13;424;340;24;7.2;691.248;34.733;4872.855;4689.924
8;25;14;334;341;24;7.7;598.048;32.829;4241.585;4082.584
8;25;15;200;333;24.7;8.7;466.439;30.929;3326.211;3198.814
8;25;16;163;277;23.8;8.2;363.094;28.643;2598.474;2493.59
8;25;17;120;178;23;7.7;221.454;25.789;1581.85;1504.54
8;25;18;58;66;22.6;6.2;76.48;23.136;538.156;484.453
8;25;19;0;6;21;5.1;6;20;44.612;0.414
8;25;20;0;0;20;5.1;0;20;0;0
8;25;21;0;0;19.8;3.1;0;19.8;0;0
8;25;22;0;0;19;3.1;0;19;0;0
8;25;23;0;0;18;4.1;0;18;0;0
8;26;0;0;0;17.6;4.1;0;17.6;0;0
8;26;1;0;0;17;3.8;0;17;0;0
8;26;2;0;0;16.5;3.4;0;16.5;0;0
8;26;3;0;0;15.9;3.1;0;15.9;0;0
8;26;4;0;0;15;2.1;0;15;0;0
8;26;5;0;0;15;2.1;0;15;0;0
8;26;6;0;22;15;3.1;22;13.838;167.045;120.589
8;26;7;211;102;18;3.6;157.522;20.111;1093.021;1027.361
8;26;8;420;155;21;4.1;339.332;27.277;2377.701;2279.189
8;26;9;565;171;22.2;3.1;506.405;33.394;3541.261;3406.769
8;26;10;514;251;23;3.1;619.355;37.155;4312.814;4151.199
8;26;11;417;325;23;5.1;658.376;35.458;4626.596;4453.207
8;26;12;267;399;24;6.2;622.323;34.517;4392.477;4227.914
8;26;13;184;411;23;5.1;562.793;33.637;3985.407;3835.62
8;26;14;122;371;24;5.1;464.436;32.674;3299.354;3172.83
8;26;15;57;301;24;4.1;338.8;30.9;2421.277;2321.524
8;26;16;29;231;23;4.1;246.191;27.662;1778.448;1696.158
8;26;17;12;137;22;5.1;141.29;23.915;1033.124;968.819
8;26;18;0;46;21.3;4.1;46;21.195;340.621;290.85
8;26;19;0;3;21;5.1;3;19.893;22.314;0
8;26;20;0;0;21.4;6.1;0;21.4;0;0
8;26;21;0;0;21.9;7.2;0;21.9;0;0
8;26;22;0;0;22;8.8;0;22;0;0
8;26;23;0;0;22;8.2;0;22;0;0
8;27;0;0;0;21.9;8.2;0;21.9;0;0
8;27;1;0;0;21.6;6.5;0;21.6;0;0
8;27;2;0;0;21.3;4.8;0;21.3;0;0
8;27;3;0;0;21;3.1;0;21;0;0
8;27;4;0;0;18;6.2;0;18;0;0
8;27;5;0;0;17;4.1;0;17;0;0
8;27;6;0;16;17;3.1;16;15.728;120.714;75.12
8;27;7;92;99;18;2.1;122.924;19.516;881.273;820.335
8;27;8;245;181;19;4.1;287.798;24.081;2060.734;1970.998
8;27;9;382;235;20.7;4.1;460.648;29.83;3274.071;3148.365
8;27;10;304;324;22;2.1;540.957;35.857;3790.319;3647.356
8;27;11;224;359;22;1;537.388;39.04;3729.415;3588.548
8;27;12;89;377;21.8;4.1;451.15;31.224;3223.677;3099.593
8;27;13;247;403;23;3.1;605.897;36.721;4241.99;4082.974
8;27;14;446;306;23;3.1;645.882;37.985;4492.837;4324.52
8;27;15;561;210;24.2;3.1;579.726;37.766;4013.713;3862.922
8;27;16;291;221;23;5.1;372.151;29.915;2633.716;2527.795
8;27;17;39;145;23;3.1;158.758;26.196;1144.55;1077.71
8;27;18;0;20;22.6;4.1;20;21.992;147.688;101.593
8;27;19;0;3;22;3.1;3;20.586;22.261;0
8;27;20;0;0;21;2.1;0;21;0;0
8;27;21;0;0;21;2.1;0;21;0;0
8;27;22;0;0;20.2;2.1;0;20.2;0;0
8;27;23;0;0;19.4;2.1;0;19.4;0;0
8;28;0;0;0;18.6;2.1;0;18.6;0;0
8;28;1;0;0;18.1;2.4;0;18.1;0;0
8;28;2;0;0;17.5;2.8;0;17.5;0;0
8;28;3;0;0;17;3.1;0;17;0;0
8;28;4;0;0;16;4.1;0;16;0;0
8;28;5;0;0;16;4.1;0;16;0;0
8;28;6;0;20;17.1;4.1;20;16.05;150.728;104.576
8;28;7;217;99;20;5.1;154.755;21.779;1062.889;997.913
8;28;8;459;145;22;6.2;343.704;27.064;2401.254;2302.072
8;28;9;671;134;23;8.2;528.37;30.136;3728.834;3587.988
8;28;10;757;143;24;6.6;680.971;34.936;4771.207;4592.246
8;28;11;824;131;25;5.1;784.631;39.974;5415.909;5210.997
8;28;12;811;158;26.1;6.2;830.98;40.371;5733.944;5515.562
8;28;13;831;136;27;6.2;815.649;41.077;5611.327;5398.191
8;28;14;787;145;27;6.2;741.704;39.796;5116.799;4924.154
8;28;15;728;136;27.3;6.2;612.747;37.802;4232.577;4073.904
8;28;16;636;116;27;6.2;443.501;34.434;3048.149;2929.628
8;28;17;408;109;26.1;6.2;250.991;29.993;1689.545;1609.528
8;28;18;105;60;25.3;4.1;77.423;26.189;519.443;466.12
8;28;19;0;4;22;3.1;4;20.756;29.664;0
8;28;20;0;0;21;5.1;0;21;0;0
8;28;21;0;0;20.2;4.1;0;20.2;0;0
8;28;22;0;0;19;6.2;0;19;0;0
8;28;23;0;0;18.5;5.6;0;18.5;0;0
8;29;0;0;0;18;5.1;0;18;0;0
8;29;1;0;0;17.5;4.4;0;17.5;0;0
8;29;2;0;0;17;3.8;0;17;0;0
8;29;3;0;0;16.5;3.1;0;16.5;0;0
8;29;4;0;0;16;3.1;0;16;0;0
8;29;5;0;0;16;2.1;0;16;0;0
8;29;6;0;20;15.8;2.1;20;14.419;151.562;105.395
8;29;7;213;98;18;6.2;152.061;19.52;1052.042;987.31
8;29;8;458;144;20;6.2;340.883;24.982;2397.278;2298.21
8;29;9;672;133;22.3;7.2;525.94;29.998;3712.079;3571.806
8;29;10;756;143;24;5.1;677.95;36.695;4718.928;4541.992
8;29;11;823;130;26;5.1;780.217;40.894;5366.534;5163.674
8;29;12;837;136;27.2;4.1;827.723;44.871;5615.541;5402.225
8;29;13;827;137;28;4.1;810.368;45.391;5485.272;5277.461
8;29;14;782;146;29;3.1;735.839;46.353;4952.705;4766.623
8;29;15;730;134;29;3.1;608.96;43.377;4118.924;3964.37
8;29;16;630;116;28;4.1;437.546;37.283;2974;2857.789
8;29;17;356;123;26;4.1;245.176;30.873;1655.285;1576.135
8;29;18;88;59;24.6;2.1;73.16;25.685;496.385;443.527
8;29;19;0;4;23;1;4;21.344;29.604;0
8;29;20;0;0;22;1;0;22;0;0
8;29;21;0;0;20.2;1;0;20.2;0;0
8;29;22;0;0;19.5;1;0;19.5;0;0
8;29;23;0;0;18.9;1;0;18.9;0;0
8;30;0;0;0;18.2;1;0;18.2;0;0
8;30;1;0;0;17.5;1.4;0;17.5;0;0
8;30;2;0;0;16.9;1.7;0;16.9;0;0
8;30;3;0;0;16.2;2.1;0;16.2;0;0
8;30;4;0;0;17;2.1;0;17;0;0
8;30;5;0;0;16;4.1;0;16;0;0
8;30;6;0;16;16.9;3.1;16;15.629;120.755;75.16
8;30;7;220;87;20;5.1;142.145;21.528;968.217;905.363
8;30;8;481;128;22;5.1;333.301;27.459;2315.635;2218.877
8;30;9;680;125;23.9;4.1;520.553;34.386;3614.153;3477.21
8;30;10;802;106;26;4.1;671.016;39.978;4611.669;4438.85
8;30;11;814;134;26;4.1;774.473;42.396;5296.898;5096.914
8;30;12;828;139;27.8;4.1;820.436;45.302;5556.658;5345.84
8;30;13;828;135;28;2.1;806.119;49.273;5376.071;5172.816
8;30;14;721;181;28;2.1;721.948;47.202;4844.246;4662.436
8;30;15;579;198;28;3.1;572.222;41.534;3902.741;3755.866
